focusTime,CreationDate,Header,Summary,Details,Link,Category,focusLocation
2022-12-21,2022-12-22,Tola-led body formed to settle gas sector debt,"ISLAMABAD: With petroleum sector circular debt going beyond Rs1.5 trillion and power sector debt on top of Rs2.5tr,...","ISLAMABAD: With petroleum sector circular debt going beyond Rs1.5 trillion and power sector debt on top of Rs2.5tr, Finance Minister Ishaq Dar on Wednesday constituted a committee led by the president of the Institute of Chartered Accountants of Pakistan Ashfaq Tola to suggest a way forward on settlement of gas sector debt.
The 13-member committee would be responsible to undertake a detailed mapping of the ‘gas sector circular debt stock as of June 30, 2022’, segregating the principal amount of debt, late payment surcharges, penalties and liquidity damages among the PSEs of petroleum and power sectors.
It would work out a comprehensive circular debt settlement plan through cash and non-cash payments and adjustments and also cover legal and procedural requirements on the pattern of a previous circular debt settlement in 2013.
",https://www.dawn.com/news/1727622/tola-led-body-formed-to-settle-gas-sector-debt,business,islamabad
2022-12-21,2022-12-22,ECC defers PSO’s request for Rs17bn,Receivables of embattled national fuel supplier cross Rs612bn.,"ISLAMABAD: The Economic Coordination Committee (ECC) of the Cabinet was informed on Wednesday that receivables of the national fuel supplier – Pakistan State Oil (PSO) had crossed Rs612 billion and it was struggling to manage remittances to its foreign suppliers.
The meeting of the ECC presided over by Finance Minister Ishaq Dar, however, did not immediately approve Rs17bn urgently demanded by the PSO to honour its liabilities to international firms, particularly its long-term fuel supplier Kuwait Petroleum Company (KPC).
“The ECC deferred a summary submitted by the Ministry of Energy (Petroleum Division) for foreign exchange coverage to PSO and directed the Ministry of Energy to resubmit the summary after reviewing the numbers”, said an official statement.
The Petroleum Division reported that under a credit facility provided by KPC since 2000 and extended annually for the supply of diesel, a joint account of the federal government and KPC had been set up with the National Bank of Pakistan in which PSO keeps on depositing rupee equivalent funds after 30 days of the bill of lading for each shipment.
After 90 days from the bill of lading, the NBP has to transfer the cargo cost to KPC and exchange cover for an additional 60 days is borne by the federal government.
However, the account facility started to face huge shortfalls in April 2020 on account of exchange losses, posing a default situation in remittances to KPC.
At the time the ECC approved a supplementary grant of Rs12bn which helped PSO avoid an international default. The facility worked well for another two years but then suffered a shortfall again and now this shortfall stood at Rs17bn owing to “prevalent upheaval” in the rupee-dollar parity.

Receivables of embattled national fuel supplier cross Rs612bn

The Petroleum Division said the PSO had been defaulting even on rupee deposits in the NBP account because of its liquidity challenges as its receivables reached Rs612bn and “it urgently required adequate funds so that liabilities are met on time”. 
The Petroleum Division and PSO have been trying to manage the situation for avoiding international default by depositing required funds on due dates but the situation was “too critical” now.
It also complained that the Petroleum Division had been submitting budget requirements for exchange loss on this facility every year but the Ministry of Finance did not make separate provisions which led to exposure to international default.
The finance ministry, however, argued that the government had already released Rs30bn to address PSO’s liquidity position under the foreign exchange head in September and arranged another Rs50bn through market financing. Also, the government was now trying to ensure PSO recoveries through power companies and gas companies.
The Petroleum Division, however, insisted that the matter related to actual foreign exchange loss of over Rs17bn so far on the KPC’s credit facility up to Dec 2, which has to be paid by the government sooner or later.
“PSO has made all outstanding payments delayed due to liquidity position. Exchange loss, however, is the liability of the government”, Petroleum Division was quoted but a decision was deferred.
Supplementary grants
The ECC approved a summary of the Ministry of Energy (Petroleum Division) on the transfer of 30pc working interests in exploration licences/block – Margala Block – owned by M/s MOL of Hungary to M/s Mari Petroleum Company Ltd. 
It was apprised that Margala Block was governed by Pakistan Petroleum Exploration and Production Rules 2001 and the acquiring company MPCL was operating in Pakistan since 1954 and has working interests in 23 exploration licences and 15 development & production leases. The ECC was further informed that M/s MOL had cleared all its financial obligations.
The ECC also approved a Rs823m technical supplementary grant to the Ministry of Maritime Affairs, enabling Gwadar Port Authority (GPA) to disburse the amount of Rs250,000 per head to 3,291 fishermen registered with Balochistan Fisheries Department for the purchase of boat engines.
The ECC also approved another Rs200mn Technical Supplementary Grant to the Ministry of National Health Services, Regulation and Coordination for Ghurki Trust Teaching Hospital (GTTH), Lahore. Ghurki Trust Teaching Hospital (GTTH) is a tertiary care non-profit organisation providing “State of the Art” health facilities to needy and poor patients.
",https://www.dawn.com/news/1727629/ecc-defers-psos-request-for-rs17bn,business,islamabad
2022-12-21,2022-12-22,"China willing to provide ‘all kinds of assistance’, envoy assures Dar","Both sides deliberate on several avenues for expanding bilateral relations, especially in the economic and financial sectors.","ISLAMABAD: China assured Pakistan on Wednesday that it is ready to help Islamabad in every possible way following its request for about $8.75 billion in an additional financial package, including the rollover of debt, bank deposits and currency swaps.
Chinese Ambassador in Islamabad Nong Rong called on Finance Minister Ishaq Dar on Wednesday and “assured continuous support of the Chinese government to Pakistan”, the finance ministry said in a statement.
The “government of China stands with the people of Pakistan and is willing to provide all kinds of assistance”, the statement added.
Mr Dar told reporters last month that Pakistan had sought about $9bn in additional financial support from China during the visit of Prime Minister Shehbaz Sharif to Beijing, and that the Chinese leadership had promised to “roll over $4bn in sovereign loans, refinance $3.3bn commercial bank loans and increase currency swap by about $1.45bn — from 30bn yuan to 40bn yuan”. The total worked out at $8.75bn.
Pakistan needs at least $34bn until June 30, 2023, to meet its international liabilities, including debt and trade payments. Pakistan is banking on about $13bn in additional support from China and Saudi Arabia.
The statement said Mr Dar “thanked the Chinese ambassador for their continuous support and assistance” and praised the long-standing and deep-rooted friendly relations between the two countries.
Both sides deliberated on several avenues for expanding bilateral relations, especially in the economic and financial sectors. The ambassador appreciated the government’s policy initiatives to sustain and boost fiscal and monetary stability.
Mr Dar had earlier said that the Chinese president and prime minister had assured Prime Minister Sharif that his government would stand by Pakistan and “will not let you down”.
He had then separately taken up the issue of refinancing $3bn in China’s State Administration of Foreign Exchange (SAFE) deposit and about $3.3bn debt rollover. Both these heads are due for maturity on different dates before June 30.
",https://www.dawn.com/news/1727628/china-willing-to-provide-all-kinds-of-assistance-envoy-assures-dar,business,islamabad
2022-12-23,2022-12-22,Trading in Rs8bn Bank of Punjab TFC begins on 23rd,"The minimum size of a single tradable lot is going to be one certificate or bond having a face value of Rs100,000.","KARACHI: Trading in the privately placed Rs8 billion bond of the Bank of Punjab Ltd (BoP) will commence on the Pakistan Stock Exchange (PSX) on Friday, Dec 23.
Locally known as a term finance certificate (TFC), the debt instrument will contribute towards the bank’s Additional Tier 1 Capital for the capital adequacy ratio (CAR). This category of capital consists of instruments that aren’t equity but can be converted into shares in case a trigger event occurs.
The bank, which is mainly owned by the Punjab government, will use the funds in its regular business operations, the lender said in the term sheet of the issue.
The bond is perpetual in nature, which means there’s no redemption date and bondholders can liquidate their investments in the secondary market at the time of their choosing.
The investment will offer a floating rate of six-month Karachi interbank offered rate (Kibor) plus 200 basis points if the bank is compliant with CAR, minimum capital requirement (MCR) and leverage ratio (LR) at the end of a given period.
However, no profit will be paid in case the bank is non-compliant with the CAR, MCR or LR requirement at the end of the same period. Only qualified institutional buyers are allowed to trade in the TFC after its listing on the exchange.
As many as 36 companies — including banks, investment firms, pension funds, provident funds, gratuity funds, textile mills and insurance companies — participated in the issue that formally took place on June 20.
Largest investors were Arif Habib Ltd (12.4pc), Punjab Pension Fund Trust (9.9pc), Askari Bank Ltd (6.2pc), U Microfinance Bank (6.2pc), Ismail Industries Ltd (6.2pc), DJM Securities Ltd (5.9pc), Punjab General Provident Fund (4.9pc) and Jubilee Life Insurance Company Ltd (4.86pc).
The minimum size of a single tradable lot is going to be one certificate or bond having a face value of Rs100,000.
",https://www.dawn.com/news/1727624/trading-in-rs8bn-bank-of-punjab-tfc-begins-on-23rd,business,punjab
2022-12-21,2022-12-22,Stocks shed another 490 points on political unrest,KARACHI: Ongoing political unrest brought down share prices yet again on Wednesday as investors expected the bearish...,"KARACHI: Ongoing political unrest brought down share prices yet again on Wednesday as investors expected the bearish trend to continue on the stock exchange.
Topline Securities said bearish sentiments prevailed especially in the second half of the trading session as investors went on a selling spree that eroded earlier gains. The sell-off was in reaction to the tug of war between the PTI and other parties on the dissolution of the Punjab Assembly.
Arif Habib Ltd said trading remained lacklustre owing to the low participation from investors. However, a notable number of shares changed hands in third-tier stocks.
As a result, the KSE-100 index settled at 39,342.89 points, down 489.56 points or 1.23 per cent from the preceding session.



 
The overall trading volume decreased 37.4pc to 166 million shares. The traded value went down 38.2pc to $17.9m on a day-on-day basis.
Stocks contributing significantly to the traded volume included WorldCall Telecom Ltd (17.4m shares), Hum Network Ltd (11.8m shares), Dewan Farooque Motor Company Ltd (8.5m shares), K-Electric Ltd (7.7m shares) and Hascol Petroleum Ltd (6.7m shares).
Sectors that contributed negatively to the index performance were commercial banking (159 points), technology and communication (106.4 points), fertiliser (71.2 points), exploration and production (52.2 points) and oil marketing (24.4 points).
Companies registering the biggest increases in their share prices in absolute terms were Nestle Pakistan Ltd (Rs100), Premium Textile Mills Ltd (Rs45.50), Bata Pakistan Ltd (Rs41.67), Khyber Tobacco Company Ltd (Rs17.33) and Ismail Industries Ltd (Rs11.24).
Companies that recorded the biggest declines in their share prices in absolute terms were Rafhan Maize Products Company Ltd (Rs600), Sanofi-Aventis Pakistan Ltd (Rs73.99), Colgate-Palmolive Pakistan Ltd (Rs46.98), Mari Petroleum Company Ltd (Rs22.36) and Siemens Pakistan Engineering Ltd (Rs20.04).
Foreign investors were net buyers as they purchased shares worth $1m.
",https://www.dawn.com/news/1727621/stocks-shed-another-490-points-on-political-unrest,business,punjab
2022-12-21,2022-12-22,CM Elahi on thin ice after ruling by speaker ‘rejected’,"• Sana hints at governor’s rule in Punjab, says Elahi’s de-notification imminent • Interior ministry asks Rangers, FC to perform","• Sana hints at governor’s rule in Punjab, says Elahi’s de-notification imminent
• Interior ministry asks Rangers, FC to perform security duties in Punjab
LAHORE: In a tit-for-tat move, Governor Balighur Rehman on Wednesday termed the ruling of Punjab Assembly Speaker Sibtain Khan disposing of his directives regarding the vote of confidence “unconstitutional”, whereas the coalition government hinted at the imposition of governor’s rule in Pakistan’s largest province.
The PML-N government initially hinted that governor’s rule could be imposed for two months through a resolution in a joint session of parliament, but the period could be extended to six months.
“Since the chief minister on Wednesday failed to take the trust vote in the Punjab Assembly in compliance with the governor’s order, legally he ceases to hold his office. And now any time... probably on Thursday (today), the governor can issue an order de-notifying the CM,” Interior Minister Rana Sanaullah said earlier in the day.
This view was echoed by SAPM Attaullah Tarrar, who told reporters late on Wednesday night that the governor had discretionary powers to de-notify the CM and it was up to him whether he wanted to do it “tomorrow or the day after”.
Another option, Mr Sanaullah said, is governor’s rule by the Centre. “In the wake of the constitutional crisis, the government may get a resolution passed from the National Assembly and Senate to impose governor’s rule in Punjab for two months initially — the period can be extended to six months as well,” the minister added.
He was of the view that “all was not well” in the camp of Imran Khan’s Pakistan Tehreek-i-Insaf (PTI) Punjab parliamentary party. “Had the PTI been confident that CM Elahi could secure the support of 186 MPAs in the PA he would have gone for the trust vote on Wednesday in compliance with the governor’s order,” he said, adding that the CM could have gone for PA’s dissolution after the vote in line with Imran Khan’s plan for the dissolution of assemblies. “But the PTI chose otherwise because it knew it did not have the required number,” Mr Sanaullah claimed.
Governor’s order on PA speaker ruling
In the late evening, Governor Rehman wrote a three-page order in response to PA Speaker Sibtain Khan’s ruling which had termed Mr Rehman’s order seeking vote of confidence from Mr Elahi ‘illegal’.
In his order, the governor said under Article 130(7) of the Constitution that PA speaker’s ruling had no bearing on his order and termed it unconstitutional. The governor said the speaker’s ruling was also in violation of Rule 209 of the Rules of Procedure of the Provincial Assembly of the Punjab, 1997.
“The speaker’s ruling, consequent acts and omissions constitute and result in enabling the chief minister to refrain from obtaining a vote of confidence in terms of Article 130(7). Helping and aiding the CM in refraining from fulfilling his duty and preventing the constitutional process from proceeding to its logical end leads to the consequences stipulated in Rule 22 (7) of the Rules of Procedure of the Provincial Assembly of the Punjab, 1997.”
Meanwhile, taking a screenshot of the governor’s reply, PTI senior leader Fawad Chaudhry, in a tweet, asked Mr Rehman not to make a mockery of his office. “Dear Governor! Do not make a mockery of your office, the speaker’s ruling is final as far affairs of the Assembly are concerned and do not expose yourself to misconduct proceedings. Respect the Constitution,” he added.
Earlier in the day, the governor held a meeting with the PML-N and PPP leaders and legal experts to discuss the strategy of the federal government. Federal ministers Rana Sanaullah and Saad Rafique, premier’s special assistants Attaullah Tarar and Malik Ahmed Khan, and PPP Punjab parliamentary party leader Hasan Murtaza were present in the meeting.
Separately, the federal government on Wednesday decided to deploy Pakistan Rangers and Frontier Constabulary (FC) across Punjab, interior ministry sources said, adding that the federal agencies would ensure law and order in the province and work for implementation of laws and Constitution.
Interior Minister Rana Sanaullah directed the Punjab chief secretary and inspector general of police to maintain law and order, protection of the life and property of the people, and perform their duties as per law and Constitution, sources said.
The interior minister also warned officials not to become part of any process that was against the law and Constitution.
",https://www.dawn.com/news/1727647/cm-elahi-on-thin-ice-after-ruling-by-speaker-rejected,front-page,punjab
2022-12-22,2022-12-22,‘Unconstitutional’ removal of chief minister to be opposed: PTI,Imran to announce party’s future course of action at protest today.,"• Imran to announce party’s future course of action at protest today
• Fawad claims Zardari offered PTI women MPAs Rs50m each to abstain from voting
• As per agreement with PTI, PML-Q to get 30 PA, 15 NA seats 
LAHORE: The Pakistan Tehreek-i-Insaf (PTI) has announced that it will challenge any “unconstitutional” move of de-notifying Punjab Chief Minister Chaudhry Parvez Elahi, and asked its leadership, parliamentarians and party workers to reach the Governor House at 5pm on Thursday (today) to ‘block’ the governor from taking any such action.
PTI Chairman Imran Khan will address the protesters through video link and announce the party’s next line of action in the face of the provincial opposition’s moves to save the Punjab Assembly.
Earlier on Wednesday, Governor Balighur Rehman had declared Punjab Assembly Speaker Sibtain Khan’s ruling regarding CM Elahi’s vote of confidence “unconstitutional” and “illegal”.
On Tuesday, the speaker had termed the governor’s orders — to the CM to obtain a vote of confidence from the provincial assembly by 4pm on Wednesday — as “illegal, against the provisions of the Constitution and thus stand disposed of”, and issued a ruling in this regard.
The PTI leadership on Wednesday maintained the speaker had ruled that the assembly was in session and until the session was prorogued, the governor could not summon a fresh session, citing a 1997 ruling by the Lahore High Court. They said the court had ruled that “not less than 10 clear days” must be granted to the chief minister to obtain a vote of confidence.
PTI Central Punjab General Secretary Hammad Azhar gave a call to PTI leaders, lawmakers and party workers and supporters to reach outside the Governor House at 5pm on Thursday (today).
“The masses can no longer remain silent spectators while an unconstitutional game is being played,” he remarked.
Meanwhile, the federal government has sought deployment of Rangers to beef up security of the Governor House “till further orders under sections 7(b) and 10 of the Pakistan Rangers Ordinance, 1959 and Section 4(3)(i) of Anti-Terrorism Act 1997”.
“The Pakistan Rangers (Punjab) is requested to immediate necessary action with regard to beefing up the security at the Governor’s House, Lahore, in coordination with the office of the governor,” said the Interior Ministry.
PTI senior leader Fawad Chaudhry told the media outside party chief Imran Khan’s Zaman Park residence that the Pakistan Democratic Movement (PDM) parties were ‘scared of’ holding general elections, adding they would be violating the Constitution’s Article 109 by asking the chief minister to take a vote of confidence immediately. 
He said the governor should give 10 clear days for the vote or challenge the Punjab Assembly speaker’s ruling in court.
He further said the PTI had called its parliamentary party meeting on Thursday (today) and stressed its 177 as well as the PML-Q’s 10 MPAs were available to foil a no-confidence motion submitted by the PML-N and the PPP separately against the chief minister as well as the Punjab Assembly speaker and deputy speaker.
Mr Chaudhry also claimed that the party’s women MPAs had told Mr Khan that they were receiving offers from former president Asif Zardari to abstain from voting for Rs50 million each.
“The people of Sindh should know that Asif Zardari is spending their welfare money to buy loyalties of PTI MPAs,” he said.
Claiming that some other MPAs had also received threatening calls to abstain from voting, he demanded the superior courts take notice and identify those who were trying to terrify the party legislators.
“As soon as the vote of no-confidence fails, the Punjab Assembly will be dissolved and the Khyber Pakhtunkhwa Assembly will follow suit,” he declared.
On the other hand, a three-member committee of the PTI held a meeting with CM Elahi and his party members and discussed seat adjustment prospects in detail.
As part of a formula, sources said, the PTI agreed to offer 30 Punjab Assembly and 15 National Assembly seats to the PML-Q. The party of the Chaudhrys had sought seats in the newly created Gujrat division – their hometown -- that included Gujrat, Mandi Bahauddin, Wazirabad and Hafizabad districts, some parts of south Punjab as well as Sialkot.
PTI leader Shafqat Mahmood later confirmed that both the allied parties had mutually agreed over giving 30 Punjab and 15 National Assembly seats to Mr Elahi’s party.
Meanwhile, the PML-Q held its parliamentary party meeting, chaired by CM Elahi and parliamentary leader Sajid Bhatti, and discussed the current political situation and decided their future course of action.
The chief minister has also called the provincial cabinet’s seventh meeting at his office on Thursday (today) at 1:30pm with 21 items on the agenda.
Soon afterwards, PML-Q MNA Hussain Elahi tweeted that all 10 PML-Q MPAs had announced complete support for PTI chief Imran Khan and Chief Minister Parvez Elahi in the meeting.
Responding to the PDM government’s claim that it had won the loyalties of six PML-Q MPAs, Mr Hussain asserted that the federal ruling coalition would not be able to fool anyone with its propaganda, and commented: “They (PDM) talk about six MPAs when they can’t even break one.”
A PML-Q spokesman said the parliamentary party had delegated complete authority of making all the decisions to CM Elahi and resolved to vote in favour of the CM, speaker and deputy speaker when a vote of no-confidence was taken up in the house.
Mr Elahi also asserted that the PML-Q would continue standing by Imran Khan and that his party was united and would remain so to bulldoze any propaganda or rumours being spread by the PDM government in the Centre.
Earlier in the day, as Interior Minister Rana Sanaullah had claimed he would seal the Chief Minister House if Mr Elahi didn’t take a vote of confidence, the CM’s son, Moonis, said he had “reached 8-Club CM House and waiting for you”. A few hours later, he tweeted: “Rana sb am bored now. Heading home but pls do let me know when you plan to come.”
",https://www.dawn.com/news/1727646/unconstitutional-removal-of-chief-minister-to-be-opposed-pti,front-page,punjab
2022-12-21,2022-12-22,"PTI set to approach SC, not speaker, for resignations’ acceptance","“We are dealing with those people who do not have any moral standing,” says Senator Shibli Faraz.","ISLAMABAD: Contra­dicting the announcement it made only days ago that PTI members of National Assembly are ready to appear before Speaker Raja Pervaiz Ashraf for verification of their resignations, the party on Wednesday changed its stance as senior party leader Senator Shibli Faraz declared that the lawmakers would not go to the Parliament House, and instead, the PTI would approach the Supreme Court to seek acceptance of the mass resignations.
“We had decided to go to the assembly for acceptance of our resignations. But this is not the way and MNAs, who are elected by the people, cannot be asked to keep standing in a queue for acceptance of their resignations … The government is doing all this [handling the resignation issue] with a mala fide intention,” said Mr Faraz, alleging that the speaker wanted to “humiliate” the PTI lawmakers by treating them as “charity seekers”.
Talking to Dawn, Mr Faraz said they would approach the Supreme Court and ask it to direct the speaker to accept the resignations submitted some eight months ago.
“We will go to the SC in a day or two,” he said.
The party is going to the apex court where this issue has already been discussed during the hearing of various petitions and even the judges had observed that PTI should reconsider its decision of quitting the assembly.
When asked if it was not a U-turn as PTI Vice Chairman Shah Mahmood Qureshi had written a letter to the speaker only six days back, asking him to allocate some time for the party’s MNAs to verify their resignations, Mr Faraz said they wanted to do so, but the government did not seem to be serious which was evident from the fact that it had convened a session of the National Assembly on Thursday (today) on a one-day notice despite the fact that the speaker was not even present in the country.
“This is not a U-turn. Look at the spirit of the matter. Why is the government delaying acceptance of our resignations? Why has the speaker adopted a pick-and-choose policy by accepting the resignations of only 11 members?” he said, adding that submission of mass resignations was part of the party strategy to force the government to hold early elections in the country. Otherwise, he said, the party MNAs could have been asked to submit resignations in groups.
When his attention was drawn to the assembly rules under which the speaker is required to individually call the members for verification of resignations, Mr Faraz posed a valid counter-question, saying: “Under which law did the speaker accept the resignations of the 11 MNAs who had also not appeared before him for verification [of their resignations]?”
“We are dealing with those people who do not have any moral standing,” the PTI senator alleged, questioning the logic behind the speaker’s decision to accept the resignations of 11 members out of 123 who had submitted the resignations en masse at the time of the election of Shehbaz Sharif as the prime minister in April.
On Dec 15, while talking to reporters in Lahore, Mr Qureshi had expressed his party’s resolve to dissolve the assemblies of Punjab and Khyber Pakhtunkhwa and get the MNAs’ resignations accepted after appearing before the speaker.
“We have already made our decision. We will execute it,” he had stated, adding that party Chairman Imran Khan had given him the letter for sending it to the speaker.
He also waved the ‘letter’ bearing the subject “Resignations of MNAs of PTI” to the media and chided the speaker for being “selective” while accepting the resignations of 11 MNAs “illegally”.
",https://www.dawn.com/news/1727644/pti-set-to-approach-sc-not-speaker-for-resignations-acceptance,front-page,khyber pakhtunkhwa
2022-12-21,2022-12-22,"Onus on Centre to fight militancy, says KP",KP govt's spokesperson says the police’s job is to counter routine crimes and ‘national security’ is beyond their mandate.,"PESHAWAR: As some semblance of normalcy returned to Bannu on Wednesday, a day after an operation against terrorists, the under-fire KP government refused to accept the blame for the resurgence of terrorism, saying it was the responsibility of the Centre to tackle the issue.
Chief Minister Mahmood Khan in a media talk declared that ‘fighting militancy’ was the mandate of the federal government.
Meanwhile, President Arif Alvi, Prime Minister Shehbaz Sharif and Army chief Gen Syed Asim Munir, separately, paid tribute to the soldiers who took part in the operation at the CTD centre in Bannu on Tuesday.
The KP chief minister explained that it was the Centre’s job to fight militancy since the institutions fighting [against militants] fell within the jurisdiction of the federal government.
“Crime and law and order situation is the provincial government’s job but militancy falls within their [federal government’s] domain and hence this is their responsibility,” he maintained.
Besides, the chief minister claimed that the federal government was reluctant to release funds for both current and developmental expenditures. “Neither do we receive the current nor the developmental expenditures [funding],” he said and alleged that the funds were being diverted to the federal government’s members of parliament.
Endorsing the CM’s views, the KP government’s spokesperson told a press briefing that the police’s job was to counter routine crimes and ‘national security’ was beyond its mandate.
He said the incident that took place inside the Bannu CTD centre fell within the definition of ‘national security’ which was the federal the government’s domain.
“This is not something about general law and order…it falls within the domain of the national security which is the responsibility of the federal government,” CM Adviser on Information Barrister Mohammad Ali Saif said.
In reply to a question about the recently held talks with the banned Tehreek-i-Taliban Pakistan (TTP) in Afghanistan, the special assistant said that war had never ended since 2001 and dialogue was an attempt to further improve the situation but a permanent solution [to militancy] could not be found.
“The reason for dialogue with them [TTP] was to improve the situation,” Mr Saif said, adding that war never ended, though its intensity fluctuated. “We wanted a permanent solution but it did not happen,” he said while explaining the reason for holding talks with the Taliban.
A KP minister, however, appeared to have a different stance, reported APP.
Kamran Bangash at a presser reiterated the provincial government’s resolve to eliminate terrorism and extremism in all its forms and manifestations and said the government was taking pragmatic steps to improve the capacity of police and the Counter Terrorism Department (CTD).
Referring to the terrorist attack on the CTD compound, he said police and security forces had already shared information about the possible terrorist attacks.
Meanwhile, Chief of Army Staff Gen Syed Asim Munir met the officers and soldiers, who were injured during the Bannu operation, at the CMH Rawalpindi, according to an Inter-Services Public Relations release.
The COAS remained with them for some time and inquired about their well-being.
He appreciated their high spirit and morale and lauded their professionalism during the operation against the terrorists.
Pledge against terrorism
President Alvi lauded the security forces for carrying out a successful operation against terrorists in Bannu and expressed the resolve to eliminate terrorism from the country’s soil, APP reported.
The president, in a statement, termed the success a result of the professionalism of security forces and their unwavering commitment against terrorism.
In separate remarks, Prime Minister Sharif said the state would not surrender to any terrorist group or organisation and vowed that militants would be dealt with according to the Constitution and law.
Strongly condemning the activities of terrorists, he said such attempts would be crushed.
“We will not let the sacrifices of the martyrs go to waste,” he said and mentioned the military operations of Raddul Fasaad and Zarb-i-Azb as significant measures to eradicate terrorism.
The prime minister said that though main responsibility for law and order lies with the provinces, the federation could not turn a blind eye to such problems.
He assured the provinces that the federal government would work along with them in fighting terrorism and vowed to fully implement the National Action Plan to eliminate terrorism.
PM Shehbaz said the federal government would assist the provinces in improving the professional capacity of the anti-terrorism force and departments.
",https://www.dawn.com/news/1727643/onus-on-centre-to-fight-militancy-says-kp,front-page,bannu
2022-12-21,2022-12-22,SC overturns verdicts in favour of khula,"Husband’s claim of conjugal rights seemed to be motivated by his intention to avoid payment of dower amount, judge observes.","ISLAMABAD: In a family suit, the Supreme Court on Wednesday set aside the Peshawar High Court (PHC) and appellate court decisions for dissolution of a marriage by way of khula and restored the decree of a family court to dissolve the marriage on the basis of cruelty inflicted by a man on his wife.
While the family court after recording of evidence and hearing both sides had dissolved the marriage due to cruelty on a suit moved by Tayyeba Ambareen against her husband Shafqat Ali Kiyani demanding dower amount, dowry articles, medical expenses and maintenance for herself and their daughter, the appellate court on Nov 10, 2015 overturned the decree and converted it into khula with the direction to the woman to refund five-tola gold to her husband. The high court also upheld the appellate court decision.
Headed by Justice Sardar Tariq Masood, a three-judge Supreme Court bench then took up an appeal against the PHC verdict.
In its decision, the apex court observed that husband’s claim of conjugal rights — despite his ‘ruthless, tyrannical and oppressive’ conduct or behaviour — seemed to be motivated by the sole intention to avoid paying maintenance allowance and the dower amount and he ultimately succeeded in his effort when the appellate court dissolved the marriage by way of khula with the direction to the wife to refund the dower amount.

Husband’s claim of conjugal rights seemed to be motivated by his intention to avoid payment of dower amount, judge observes

Justice Mohammad Ali Mazhar, a member of the SC bench, in a judgment he wrote, observed the main disagreement or source of discord between the parties was whether petitioner Tayyeba Ambareen was entitled to claim a decree for dissolution of marriage on the ground of cruelty and whether the appellate forum rightly converted the dissolution of marriage on the ground of cruelty to dissolution by way of khula.
The SC noted that the family court unequivocally articulated that the petitioner discharged the burden of proving cruelty on part of the husband by quoting many incidents while her evidence was not shattered during her cross-examination and thus the family court rightly dissolved the marriage on account of cruelty after a thorough examination and consideration of evidence.
Justice Mazhar observed that the appellate court could modify or set aside the judgment of the family court if it was found contrary to the evidence since the purpose of appellate jurisdiction was to reappraise whether the lower court committed any error. Likewise, he noted, the high court affirmed the findings of the appellate court without realizing that the allegations of maltreatment and cruelty had been satisfactorily proved by the petitioner during the trial.
The matrimonial bond between a man and woman is a pious relationship that plays an important part and also nurtures between the husband and wife happiness and compassion, the lineage and family heredity also depends on it, Justice Mazhar observed, adding the connubial affairs are based on gentle, human and emotional affiliation which requires mutual trust, regard, respect, love and affection and the relationship should also be in accordance with social norms.
As Islam ordains husbands to provide food, clothing, accommodation and all other necessities of life to the best of his capability and capacity, a man is expected to treat his wife nicely, with love and affection, Justice Mazhar observed. A conduct or behaviour that inflicts upon the wife mental pain and anguish makes it impossible for her to continue matrimonial relationship, the verdict explained.
Justice Mazhar recalled how the family court decision depicted different acts which caused mental anguish and torture to the wife, as only a week after their marriage, the husband started pressurising his wife to arrange money to get a house on rent. The husband and his family members also levelled false accusations at her, alleging that his daughter was not their child, with the result that the petitioner suffered severe mental agony, the court noted.
While she was in the family way, the man left her instead of supporting his wife, the court observed. He did not turn up at the crucial time; neither did he pay any maintenance allowance nor delivery expenses, it was recalled.
Also, the husband and his family members imposed a harsh condition on her that she should deposit her salary into a joint account with her husband and seek his permission for personal use.
Despite filing the family suit, the husband’s behaviour did not change rather he caused more mental anguish and started levelling false accusations, imposing condition that the amount for the house purchased by the wife be reimbursed by her father to the husband.
But the apex court noted that the appellate court, instead of considering the evidence reached a conclusion without any reason that no solid piece of evidence was brought to show physical torture or mental agony and held the allegation was exaggerated, adding that the “acts of cruelty were common” in nature and were “found in every family”.
On the basis of the observations, the Supreme Court set aside the judgments of the high court and the appellate court and restored the decree passed by the family court.
",https://www.dawn.com/news/1727642/sc-overturns-verdicts-in-favour-of-khula,front-page,ali bahar
